Variety,Rootstock,Column,year,SSC,TA,pH,BerryWt,Yield_Avg,ClusterNum_Avg,Pruning_Avg,Ravaz_Index
Cabernet Sauvignon,101-14 MGT,3,1997,22.6,6.3,3.6,1.25,18,125.3333333,1.6,11.25
Cabernet Sauvignon,101-14 MGT,2,1997,22,6.6,3.42,1.33,16,113.3333333,0.753333333,21.23893805
Cabernet Sauvignon,101-14 MGT,4,1997,21,7.1,3.5,1.56,20.66666667,134.6666667,1.8,11.48148148
Cabernet Sauvignon,110 Richter,3,1997,22.4,6.6,3.47,1.54,14,123,1.4,10
Cabernet Sauvignon,110 Richter,1,1997,22.6,7.1,3.41,1.39,19.66666667,140,1.766666667,11.13207547
Cabernet Sauvignon,110 Richter,4,1997,22,7.2,3.56,1.53,18,124.3333333,1.833333333,9.818181818
Cabernet Sauvignon,110 Richter,2,1997,22.4,6.9,3.42,1.47,19.33333333,132.3333333,1.133333333,17.05882353
Cabernet Sauvignon,1103 Paulsen,2,1997,22,6.8,3.48,1.46,19.33333333,123.6666667,1.533333333,12.60869565
Cabernet Sauvignon,1103 Paulsen,3,1997,21.2,6.8,3.53,1.46,22,129.6666667,2,11
Cabernet Sauvignon,1103 Paulsen,1,1997,21.2,6.9,3.41,1.5,19.66666667,138,1.366666667,14.3902439
Cabernet Sauvignon,1103 Paulsen,4,1997,20.2,7.1,3.58,1.36,21,136.3333333,2.033333333,10.32786885
Cabernet Sauvignon,140Ru,2,1997,21.4,6.8,3.39,1.58,18,128.3333333,1.3,13.84615385
Cabernet Sauvignon,140Ru,1,1997,22,7,3.35,1.34,13.66666667,111.3333333,1.166666667,11.71428571
Cabernet Sauvignon,140Ru,3,1997,21.4,6.5,3.56,1.31,15.33333333,108,1.533333333,10
Cabernet Sauvignon,140Ru,4,1997,21.6,7,3.63,1.41,14.66666667,91,1.7,8.62745098
Cabernet Sauvignon,3309 Couderc,1,1997,22.8,7.1,3.39,1.34,12.66666667,117.3333333,1.333333333,9.5
Cabernet Sauvignon,3309 Couderc,2,1997,22.8,6.4,3.5,1.6,17.66666667,124.3333333,1.7,10.39215686
Cabernet Sauvignon,3309 Couderc,4,1997,22.2,6.5,3.61,1.52,21.33333333,122.3333333,1.966666667,10.84745763
Cabernet Sauvignon,3309 Couderc,3,1997,22.2,7,3.5,1.49,16.66666667,103.3333333,1.666666667,10
Cabernet Sauvignon,420 A,2,1997,21,6.6,3.27,1.38,15.33333333,113.3333333,0.78,19.65811966
Cabernet Sauvignon,420 A,1,1997,21.6,7.3,3.32,1.45,19.33333333,126.3333333,1.09,17.73700306
Cabernet Sauvignon,420 A,4,1997,20.6,7,3.46,1.39,18,110.3333333,1.6,11.25
Cabernet Sauvignon,420 A,3,1997,20.6,6.7,3.46,1.61,25.33333333,122,1.5,16.88888889
Cabernet Sauvignon,775 Paulsen,1,1997,21.4,7.1,3.44,1.23,14.53333333,140,1.533333333,9.47826087
Cabernet Sauvignon,775 Paulsen,4,1997,20.4,6.8,3.65,1.5,14.56666667,103,1.433333333,10.1627907
Cabernet Sauvignon,775 Paulsen,2,1997,22.4,6.9,3.49,1.42,17.33333333,118.3333333,1.466666667,11.81818182
Cabernet Sauvignon,775 Paulsen,3,1997,21,7.1,3.59,1.37,17,112.3333333,2.066666667,8.225806452
Cabernet Sauvignon,Freedom,4,1997,21.2,6.7,3.54,1.5,15.66666667,111.3333333,1.633333333,9.591836735
Cabernet Sauvignon,Freedom,3,1997,22.4,6.8,3.5,1.47,19.33333333,137,1.7,11.37254902
Cabernet Sauvignon,Freedom,1,1997,23.4,7.1,3.36,1.36,18.66666667,120.3333333,0.963333333,19.37716263
Cabernet Sauvignon,Freedom,2,1997,22.6,7.1,3.43,1.58,21,120,1.466666667,14.31818182
Cabernet Sauvignon,K51-32,4,1997,21.2,6.5,3.64,1.48,22.33333333,112.6666667,1.533333333,14.56521739
Cabernet Sauvignon,K51-32,3,1997,21,7.1,3.52,1.6,23,120,1.566666667,14.68085106
Cabernet Sauvignon,K51-32,2,1997,21.6,6.5,3.51,1.48,15.66666667,104.6666667,1.06,14.77987421
Cabernet Sauvignon,K51-32,1,1997,22,6.9,3.46,1.55,23.66666667,126,1.433333333,16.51162791
Cabernet Sauvignon,Kober 5BB,2,1997,22.4,7,3.37,1.36,15.66666667,103.3333333,1.093333333,14.32926829
Cabernet Sauvignon,Kober 5BB,4,1997,22.4,6.9,3.57,1.4,16,104,1.7,9.411764706
Cabernet Sauvignon,Kober 5BB,1,1997,20.4,6.4,3.43,0.99,11.3,99.66666667,0.455,24.83516484
Cabernet Sauvignon,Kober 5BB,3,1997,20.8,7.5,3.38,1.27,15.33333333,113.3333333,1.466666667,10.45454545
Cabernet Sauvignon,Ramsey,4,1997,20,6.1,3.58,1.47,16.66666667,134.6666667,1.8,9.259259259
Cabernet Sauvignon,Ramsey,1,1997,21,7.5,3.32,1.66,19.33333333,145.6666667,1.533333333,12.60869565
Cabernet Sauvignon,Ramsey,3,1997,20.6,6.8,3.53,1.08,23.33333333,141.3333333,2.1,11.11111111
Cabernet Sauvignon,Ramsey,2,1997,21.6,6.7,3.44,1.54,19.33333333,128.3333333,1.616666667,11.95876289
Cabernet Sauvignon,Schwarzmann,2,1997,22.2,6.3,3.39,1.36,20,134.6666667,1.313333333,15.2284264
Cabernet Sauvignon,Schwarzmann,1,1997,22.6,6.5,3.38,1.22,16.33333333,115,1.226666667,13.31521739
Cabernet Sauvignon,Schwarzmann,4,1997,22.2,6.4,3.57,1.44,16.66666667,98,1.666666667,10
Cabernet Sauvignon,Schwarzmann,3,1997,21.8,5.9,3.52,1.2,13.8,116,0.98,14.08163265
Cabernet Sauvignon,SO4,2,1997,21.6,6.5,3.39,1.18,10.85,107,1.35,8.037037037
Cabernet Sauvignon,SO4,4,1997,20.2,6.4,3.52,1.13,13.5,99,1.2,11.25
Cabernet Sauvignon,SO4,1,1997,22.4,6.8,3.38,1.36,15,120,1.2,12.5
Cabernet Sauvignon,SO4,3,1997,20.6,6.4,3.4,1.05,17,108,1.195,14.22594142
Cabernet Sauvignon,Teleki 5C,3,1997,20.4,6.3,3.46,1.45,14.66666667,118,1.3,11.28205128
Cabernet Sauvignon,Teleki 5C,4,1997,20.4,6.3,3.49,1.18,13,115,1.733333333,7.5
Cabernet Sauvignon,Teleki 5C,2,1997,21,6.5,3.37,1.29,15.33333333,109.6666667,0.94,16.31205674
Cabernet Sauvignon,Teleki 5C,1,1997,22.4,6.3,3.43,1.09,17,113.6666667,0.953333333,17.83216783
Chardonnay,039-16,1,1997,23.4,10.2,3.22,1.53,16.66666667,75.66666667,0.59,28.24858757
Chardonnay,039-16,2,1997,23.2,11.4,3.24,1.91,18.33333333,81,1.233333333,14.86486486
Chardonnay,039-16,3,1997,22.6,10.4,3.41,1.8,19,107,1.306666667,14.54081633
Chardonnay,039-16,4,1997,23.5,10.8,3.3,1.85,13.16666667,82,1.343333333,9.801488834
Chardonnay,101-14 MGT,1,1997,24.8,10.1,3.31,1.42,13,95.66666667,1.356666667,9.582309582
Chardonnay,101-14 MGT,2,1997,23.6,9.8,3.2,1.56,17,75.66666667,0.63,26.98412698
Chardonnay,101-14 MGT,3,1997,23.4,11,3.28,1.62,17.66666667,83,1.19,14.84593838
Chardonnay,101-14 MGT,4,1997,24,10.4,3.31,1.54,11.06666667,59.33333333,1.233333333,8.972972973
Chardonnay,110 Richter,1,1997,24.4,11.7,3.27,1.75,16.33333333,97.66666667,0.963333333,16.9550173
Chardonnay,110 Richter,2,1997,24.4,10,3.41,1.76,17,84,1.11,15.31531532
Chardonnay,110 Richter,3,1997,24.2,11.2,3.29,1.69,15.33333333,92.33333333,1.22,12.56830601
Chardonnay,110 Richter,4,1997,23.9,12.3,3.32,1.79,16.33333333,87.66666667,1.433333333,11.39534884
Chardonnay,1103 Paulsen,1,1997,24.5,10.3,3.31,1.67,15.66666667,88.33333333,1.173333333,13.35227273
Chardonnay,1103 Paulsen,2,1997,23.6,10.8,3.31,1.66,11.16666667,74.66666667,1.163333333,9.598853868
Chardonnay,1103 Paulsen,3,1997,24,10.5,3.38,1.6,13.66666667,95.33333333,1.5,9.111111111
Chardonnay,1103 Paulsen,4,1997,24.2,10.9,3.37,1.73,15.66666667,101.3333333,2,7.833333333
Chardonnay,140Ru,1,1997,23.2,10,3.28,1.43,16,82,0.816666667,19.59183673
Chardonnay,140Ru,2,1997,22.6,10.4,3.21,1.43,15,82,0.58,25.86206897
Chardonnay,140Ru,3,1997,24,9.9,3.3,1.71,17.33333333,94,1.5,11.55555556
Chardonnay,140Ru,4,1997,24.6,11.1,3.31,1.6,19,85.33333333,1.266666667,15
Chardonnay,3309 Couderc,1,1997,24.6,10.9,3.22,1.48,17,86,0.95,17.89473684
Chardonnay,3309 Couderc,2,1997,25,10.8,3.36,1.66,11.93333333,75.66666667,1.333333333,8.95
Chardonnay,3309 Couderc,3,1997,24.1,11,3.3,1.59,12.33333333,83.33333333,1.566666667,7.872340426
Chardonnay,3309 Couderc,4,1997,23.8,10.6,3.45,1.38,9.033333333,80,1.7,5.31372549
Chardonnay,420 A,1,1997,22.5,9.8,3.12,1.56,17.66666667,76.33333333,0.576666667,30.63583815
Chardonnay,420 A,2,1997,23.4,11.2,3.21,1.76,17.66666667,78,0.756666667,23.34801762
Chardonnay,420 A,3,1997,23.6,10.1,3.21,1.65,14,66,0.71,19.71830986
Chardonnay,420 A,4,1997,24.2,10.9,3.29,1.61,15.66666667,86.33333333,1.2,13.05555556
Chardonnay,775 Paulsen,1,1997,23.4,11,3.31,1.3,6.9,62.33333333,0.876666667,7.870722433
Chardonnay,775 Paulsen,2,1997,22.6,10,3.4,1.5,12,92,0.976666667,12.28668942
Chardonnay,775 Paulsen,3,1997,24.6,11.1,3.37,1.6,10.46666667,64,1.213333333,8.626373626
Chardonnay,775 Paulsen,4,1997,22.9,10.3,3.39,1.42,12,74,1.4,8.571428571
Chardonnay,Freedom,1,1997,24.8,11.1,3.24,1.62,19.33333333,84.33333333,1.043333333,18.53035144
Chardonnay,Freedom,2,1997,24,11.5,3.31,1.64,18,73.33333333,0.966666667,18.62068966
Chardonnay,Freedom,3,1997,24.2,12.1,3.37,1.81,15.33333333,81.66666667,1.766666667,8.679245283
Chardonnay,Freedom,4,1997,22.6,12,3.48,1.59,16,111.3333333,2,8
Chardonnay,K51-32,1,1997,24.1,10.8,3.21,1.73,16.33333333,73.66666667,1.016666667,16.06557377
Chardonnay,K51-32,2,1997,24.1,10.9,3.28,1.62,15.33333333,81,0.983333333,15.59322034
Chardonnay,K51-32,3,1997,23.4,10.9,3.26,1.76,12.33333333,76,1.046666667,11.78343949
Chardonnay,K51-32,4,1997,23.6,10.5,3.45,1.68,13.33333333,97.33333333,1.5,8.888888889
Chardonnay,Kober 5BB,1,1997,22.8,9.9,3.19,1.5,13,85.33333333,0.61,21.31147541
Chardonnay,Kober 5BB,2,1997,23,10,3.23,1.27,16,83.66666667,0.93,17.20430108
Chardonnay,Kober 5BB,3,1997,24.2,10.4,3.46,1.63,15,90.33333333,1.633333333,9.183673469
Chardonnay,Kober 5BB,4,1997,23.9,10.5,3.3,1.59,19.5,88.5,1.55,12.58064516
Chardonnay,Ramsey,1,1997,23.2,10.8,3.25,1.79,16,67,0.71,22.53521127
Chardonnay,Ramsey,2,1997,23.1,11.6,3.25,1.8,21.66666667,92.33333333,1.4,15.47619048
Chardonnay,Ramsey,3,1997,23.6,9.9,3.27,1.77,17,100.3333333,1.633333333,10.40816327
Chardonnay,Ramsey,4,1997,23.6,11,3.33,1.78,17,80.33333333,1.41,12.05673759
Chardonnay,SO4,1,1997,22.2,9.3,3.17,1.34,10,95.66666667,0.926666667,10.79136691
Chardonnay,SO4,2,1997,24,10.5,3.27,1.64,20.66666667,120.3333333,1.133333333,18.23529412
Chardonnay,SO4,3,1997,23.6,9.7,3.41,1.49,12.33333333,88.66666667,1.133333333,10.88235294
Chardonnay,SO4,4,1997,22.7,10,3.25,1.68,16,76,1.21,13.2231405
Chardonnay,Schwarzmann,1,1997,23.2,10.6,3.24,1.44,16.66666667,75,0.61,27.32240437
Chardonnay,Schwarzmann,2,1997,24.4,10.2,3.3,1.56,12,74.66666667,1.083333333,11.07692308
Chardonnay,Schwarzmann,3,1997,23.1,9,3.31,1.64,11.6,77.66666667,1.1,10.54545455
Chardonnay,Schwarzmann,4,1997,23.1,9.7,3.24,1.52,17,80.33333333,1.213333333,14.01098901
Chardonnay,Teleki 5C,1,1997,24.8,10.4,3.27,1.41,14.66666667,97.66666667,1.1,13.33333333
Chardonnay,Teleki 5C,2,1997,23.8,10.2,3.18,1.71,19.33333333,89.66666667,0.9,21.48148148
Chardonnay,Teleki 5C,3,1997,23.4,10.5,3.26,1.78,18,80.33333333,0.963333333,18.68512111
Chardonnay,Teleki 5C,4,1997,24.2,10.6,3.35,1.72,18,75.33333333,1.003333333,17.94019934
Cabernet Sauvignon,039-16,4,1998,22,9.6,3.51,1.27,5.466666667,65,1.566666667,3.489361702
Cabernet Sauvignon,039-16,3,1998,22,9.9,3.3,1.12,7.833333333,72,1.633333333,4.795918367
Cabernet Sauvignon,039-16,2,1998,22.8,6.6,3.37,1.16,9.3,82.33333333,1.366666667,6.804878049
Cabernet Sauvignon,039-16,1,1998,22.7,7.3,3.37,1.02,9.1,62.66666667,1.133333333,8.029411765
Cabernet Sauvignon,101-14 MGT,1,1998,23,10.4,3.08,0.98,7.1,65.33333333,0.946666667,7.5
Cabernet Sauvignon,101-14 MGT,3,1998,23.3,7.85,3.34,0.97,10.46666667,79.33333333,1.533333333,6.826086957
Cabernet Sauvignon,101-14 MGT,2,1998,23,6,3.57,1.31,7.9,63,0.78,10.12820513
Cabernet Sauvignon,101-14 MGT,4,1998,23.9,7,3.52,1.15,9.633333333,62.66666667,1.4,6.880952381
Cabernet Sauvignon,110 Richter,3,1998,23.4,9.5,3.4,1.36,6.633333333,78.66666667,1.466666667,4.522727273
Cabernet Sauvignon,110 Richter,1,1998,23.9,9.4,3.11,1.07,10.43333333,94,1.566666667,6.659574468
Cabernet Sauvignon,110 Richter,4,1998,24,6.6,3.45,1.25,11.2,74.66666667,1.766666667,6.339622642
Cabernet Sauvignon,110 Richter,2,1998,23.1,8.2,3.4,1.04,8.5,50.66666667,1.233333333,6.891891892
Cabernet Sauvignon,1103 Paulsen,2,1998,23.8,9.8,3.22,1.2,8.966666667,78.66666667,1.666666667,5.38
Cabernet Sauvignon,1103 Paulsen,3,1998,23.7,8.6,3.33,1.25,8.533333333,70,1.933333333,4.413793103
Cabernet Sauvignon,1103 Paulsen,1,1998,23.9,7.4,3.27,1.08,8.766666667,75.66666667,1.3,6.743589744
Cabernet Sauvignon,1103 Paulsen,4,1998,23.6,7.8,3.55,1.11,10.83333333,77,2,5.416666667
Cabernet Sauvignon,140Ru,2,1998,23.6,10.1,3.38,1.11,6.833333333,71.33333333,1.3,5.256410256
Cabernet Sauvignon,140Ru,1,1998,24.2,7.8,3.33,1.32,7.266666667,61.33333333,1.16,6.264367816
Cabernet Sauvignon,140Ru,3,1998,23,7.9,3.28,1.24,8.9,82.33333333,1.533333333,5.804347826
Cabernet Sauvignon,140Ru,4,1998,23.7,7.2,3.48,1.15,12.13333333,82.66666667,1.51,8.035320088
Cabernet Sauvignon,3309 Couderc,1,1998,24.2,9.1,3.43,1.14,5.1,64.66666667,1.166666667,4.371428571
Cabernet Sauvignon,3309 Couderc,2,1998,23.7,8.05,3.27,1.05,10.66666667,96.66666667,1.4,7.619047619
Cabernet Sauvignon,3309 Couderc,4,1998,24,6.7,3.42,1,12,112.3333333,1.566666667,7.659574468
Cabernet Sauvignon,3309 Couderc,3,1998,23.9,7.15,3.58,1.21,11,77.33333333,1.466666667,7.5
Cabernet Sauvignon,420 A,2,1998,22.2,8.1,3.35,1.22,4.933333333,67,0.483333333,10.20689655
Cabernet Sauvignon,420 A,1,1998,23.5,8.2,3.28,1.05,6.266666667,53.33333333,1.006666667,6.225165563
Cabernet Sauvignon,420 A,4,1998,22.8,6.9,3.48,1.11,11,84,1.366666667,8.048780488
Cabernet Sauvignon,420 A,3,1998,22.4,6.6,3.52,1.28,14,82.33333333,1.433333333,9.76744186
Cabernet Sauvignon,775 Paulsen,1,1998,23.2,9.8,3.52,1.25,5.533333333,69.33333333,1.666666667,3.32
Cabernet Sauvignon,775 Paulsen,4,1998,23.2,9.3,3.49,1.22,6.8,71,1.666666667,4.08
Cabernet Sauvignon,775 Paulsen,2,1998,23.4,8.25,3.27,0.99,10.2,81.66666667,1.566666667,6.510638298
Cabernet Sauvignon,775 Paulsen,3,1998,22.8,7.3,3.54,1.27,12.66666667,84,2,6.333333333
Cabernet Sauvignon,Freedom,4,1998,23.4,9.8,3.38,1.35,6.6,77.66666667,1.766666667,3.735849057
Cabernet Sauvignon,Freedom,3,1998,23.8,9,3.47,1.34,8.2,85.66666667,1.766666667,4.641509434
Cabernet Sauvignon,Freedom,1,1998,23.4,6.8,3.48,1.36,8.066666667,50.33333333,1.076666667,7.492260062
Cabernet Sauvignon,Freedom,2,1998,23.2,6.9,3.48,1.16,9.5,62.33333333,1.3,7.307692308
Cabernet Sauvignon,K51-32,4,1998,23.8,8.5,3.33,1.12,9.566666667,71.66666667,1.5,6.377777778
Cabernet Sauvignon,K51-32,3,1998,23.6,7,3.33,1.18,10.66666667,71.66666667,1.433333333,7.441860465
Cabernet Sauvignon,K51-32,2,1998,23.2,7.3,3.4,1.11,11.96666667,74,1.133333333,10.55882353
Cabernet Sauvignon,K51-32,1,1998,23.8,7.5,3.5,1.25,12.66666667,72,1.566666667,8.085106383
Cabernet Sauvignon,Kober 5BB,2,1998,22.6,9.3,3.26,1.17,5.833333333,63.66666667,1.103333333,5.287009063
Cabernet Sauvignon,Kober 5BB,4,1998,23.3,8.2,3.41,1.23,6.333333333,60.66666667,1.4,4.523809524
Cabernet Sauvignon,Kober 5BB,1,1998,23,6.3,3.36,1.21,6.366666667,51.66666667,0.68,9.362745098
Cabernet Sauvignon,Kober 5BB,3,1998,21.4,8.4,3.29,0.92,6.466666667,80,1.35,4.790123457
Cabernet Sauvignon,Ramsey,4,1998,22.4,10,3.37,1.27,9.833333333,89.66666667,1.733333333,5.673076923
Cabernet Sauvignon,Ramsey,1,1998,23.2,10.6,3.35,1.29,8,78.33333333,1.366666667,5.853658537
Cabernet Sauvignon,Ramsey,3,1998,22.6,8.5,3.25,1.35,13,109.6666667,2.05,6.341463415
Cabernet Sauvignon,Ramsey,2,1998,22.3,7.3,3.43,1.3,11,59.33333333,1.666666667,6.6
Cabernet Sauvignon,Schwarzmann,2,1998,22.6,9.2,3.37,1.12,6.3,72.33333333,1.233333333,5.108108108
Cabernet Sauvignon,Schwarzmann,1,1998,22.2,9.3,3.15,1.02,8.8,62.66666667,1.3,6.769230769
Cabernet Sauvignon,Schwarzmann,4,1998,23.3,7.65,3.37,1,7.866666667,83.33333333,1.766666667,4.452830189
Cabernet Sauvignon,Schwarzmann,3,1998,22.9,6.7,3.57,1.05,8.033333333,52.33333333,0.866666667,9.269230769
Cabernet Sauvignon,SO4,2,1998,20.6,10.3,3.09,1,7.3,68,1.15,6.347826087
Cabernet Sauvignon,SO4,4,1998,21.3,9.15,3.2,0.91,4.85,51.5,1.075,4.511627907
Cabernet Sauvignon,SO4,1,1998,24,6.5,3.34,1.25,3.05,45.5,1.3,2.346153846
Cabernet Sauvignon,SO4,3,1998,21.8,7.3,3.45,1.02,6.7,59.33333333,1.1,6.090909091
Cabernet Sauvignon,Teleki 5C,3,1998,22.4,10.6,3.32,1.13,5.766666667,71.66666667,1.4,4.119047619
Cabernet Sauvignon,Teleki 5C,4,1998,23.2,7.8,3.41,1.11,6.7,66.66666667,1.2,5.583333333
Cabernet Sauvignon,Teleki 5C,2,1998,23.6,7.6,3.25,1.11,6.8,59.66666667,1.066666667,6.375
Cabernet Sauvignon,Teleki 5C,1,1998,23.3,6.4,3.47,1.33,9.466666667,65.66666667,1.113333333,8.502994012
Chardonnay,039-16,1,1998,23,7.1,3.4,1.68,6.5,51,0.82,7.926829268
Chardonnay,039-16,2,1998,22,7.7,3.41,1.88,15.33333333,70.66666667,1.766666667,8.679245283
Chardonnay,039-16,3,1998,22.9,7.1,3.61,1.59,8.3,68,1.833333333,4.527272727
Chardonnay,039-16,4,1998,23,10.7,3.6,1.6,NA,46.33333333,1.866666667,NA
Chardonnay,101-14 MGT,1,1998,23.4,10.1,3.5,1.4,4.433333333,47.33333333,1.676666667,2.644135189
Chardonnay,101-14 MGT,2,1998,23.8,7.4,3.44,1.49,10.3,63,1.143333333,9.008746356
Chardonnay,101-14 MGT,3,1998,22.9,10.3,3.54,1.54,7.5,54.66666667,1.533333333,4.891304348
Chardonnay,101-14 MGT,4,1998,22.8,7.4,3.41,1.39,12,57.66666667,1.4,8.571428571
Chardonnay,110 Richter,1,1998,23.6,7,3.52,1.63,10.5,64,1.9,5.526315789
Chardonnay,110 Richter,2,1998,23.2,7.8,3.47,1.62,9.8,54.33333333,1.366666667,7.170731707
Chardonnay,110 Richter,3,1998,23.2,10.4,3.61,1.45,9,64,1.633333333,5.510204082
Chardonnay,110 Richter,4,1998,22.5,8,3.62,1.66,12.16666667,68,1.633333333,7.448979592
Chardonnay,1103 Paulsen,1,1998,23.7,7.7,3.48,1.62,9.7,56,1.566666667,6.191489362
Chardonnay,1103 Paulsen,2,1998,22.4,10.3,3.52,1.36,5.2,50.66666667,1.466666667,3.545454545
Chardonnay,1103 Paulsen,3,1998,22.8,7.8,3.61,1.5,7.6,65.66666667,1.933333333,3.931034483
Chardonnay,1103 Paulsen,4,1998,22.8,10.3,3.7,1.7,9.7,72.66666667,2.433333333,3.98630137
Chardonnay,140Ru,1,1998,23.3,7.2,3.45,1.54,5.333333333,52.66666667,1.3,4.102564103
Chardonnay,140Ru,2,1998,23.4,9.7,3.56,1.64,3.733333333,36.66666667,0.946666667,3.943661972
Chardonnay,140Ru,3,1998,23.2,8,3.42,1.52,8.933333333,64.33333333,2.066666667,4.322580645
Chardonnay,140Ru,4,1998,23,11.8,3.54,1.74,9.133333333,64,1.5,6.088888889
Chardonnay,3309 Couderc,1,1998,24.2,10.6,3.47,1.6,5.866666667,53.33333333,1.3,4.512820513
Chardonnay,3309 Couderc,2,1998,23.4,7.3,3.49,1.44,10.66666667,65.66666667,1.666666667,6.4
Chardonnay,3309 Couderc,3,1998,22.4,7.4,3.58,1.41,9.6,73.33333333,1.8,5.333333333
Chardonnay,3309 Couderc,4,1998,22,8.1,3.64,1.39,4.866666667,62.33333333,2.266666667,2.147058824
Chardonnay,420 A,1,1998,23.3,6,3.38,1.45,9.433333333,58.66666667,0.83,11.36546185
Chardonnay,420 A,2,1998,23.7,7.5,3.42,1.51,12.33333333,62.66666667,0.996666667,12.37458194
Chardonnay,420 A,3,1998,23,10.6,3.44,1.42,7.5,60.33333333,0.846666667,8.858267717
Chardonnay,420 A,4,1998,22.6,11.8,3.36,1.5,10.2,59.33333333,1.426666667,7.14953271
Chardonnay,775 Paulsen,1,1998,22.8,10.5,3.52,1.42,3.466666667,52,1.02,3.39869281
Chardonnay,775 Paulsen,2,1998,22.9,6.6,3.67,1.37,5.566666667,57.33333333,1.3,4.282051282
Chardonnay,775 Paulsen,3,1998,23.4,12.6,3.54,1.54,6.5,55.33333333,1.466666667,4.431818182
Chardonnay,775 Paulsen,4,1998,22.6,11.2,3.62,1.42,7.133333333,66.33333333,1.866666667,3.821428571
Chardonnay,Freedom,1,1998,24.2,7.8,3.45,1.64,12,57.66666667,1.566666667,7.659574468
Chardonnay,Freedom,2,1998,22.6,10.8,3.54,1.74,7.633333333,55.33333333,1.233333333,6.189189189
Chardonnay,Freedom,3,1998,22.8,7.9,3.49,1.57,13.66666667,72,1.866666667,7.321428571
Chardonnay,Freedom,4,1998,21.3,7.9,3.63,1.66,9.5,70.66666667,2.5,3.8
Chardonnay,K51-32,1,1998,23.4,7.6,3.37,1.65,8.533333333,49,1.333333333,6.4
Chardonnay,K51-32,2,1998,22.8,8,3.36,1.66,9.9,47.66666667,1.266666667,7.815789474
Chardonnay,K51-32,3,1998,22.6,9.7,3.62,1.65,9.8,75.33333333,1.353333333,7.24137931
Chardonnay,K51-32,4,1998,22,8.1,3.53,1.53,7.466666667,68.33333333,1.966666667,3.796610169
Chardonnay,Kober 5BB,1,1998,23.6,7.3,3.42,1.38,5.8,55.33333333,0.833333333,6.96
Chardonnay,Kober 5BB,2,1998,23.2,NA,3.41,1.46,6.1,55.66666667,1.5,4.066666667
Chardonnay,Kober 5BB,3,1998,22.6,10.7,3.59,1.4,7.3,61.66666667,1.733333333,4.211538462
Chardonnay,Kober 5BB,4,1998,23.7,7.4,3.62,1.44,10.6,62.66666667,1.85,5.72972973
Chardonnay,Ramsey,1,1998,23.6,10.6,3.47,1.57,6.833333333,44.66666667,1.153333333,5.924855491
Chardonnay,Ramsey,2,1998,23.4,10.1,3.58,1.6,12.66666667,73.33333333,1.633333333,7.755102041
Chardonnay,Ramsey,3,1998,22.8,7.7,3.46,1.56,10.43333333,82,2.333333333,4.471428571
Chardonnay,Ramsey,4,1998,22.1,7.8,3.49,1.64,13.33333333,66.33333333,1.866666667,7.142857143
Chardonnay,SO4,1,1998,23.4,7.5,3.42,1.5,4.566666667,50,1.466666667,3.113636364
Chardonnay,SO4,2,1998,23.4,NA,3.44,1.54,4.283333333,45.66666667,1.07,4.003115265
Chardonnay,SO4,3,1998,22.6,9.5,3.69,1.41,6.066666667,62.33333333,1.3,4.666666667
Chardonnay,SO4,4,1998,22.8,7.3,3.51,1.54,10.06666667,66.66666667,1.133333333,8.882352941
Chardonnay,Schwarzmann,1,1998,24.2,7.3,3.59,1.53,7.7,48,1.006666667,7.649006623
Chardonnay,Schwarzmann,2,1998,23.2,10.3,3.57,1.47,6.466666667,66.33333333,1.266666667,5.105263158
Chardonnay,Schwarzmann,3,1998,22.9,6.6,3.52,1.39,8.366666667,65,1.49,5.615212528
Chardonnay,Schwarzmann,4,1998,22.6,7,3.46,1.59,13.66666667,69,1.37,9.9756691
Chardonnay,Teleki 5C,1,1998,24,11.1,3.37,1.53,5.466666667,50.33333333,1.3,4.205128205
Chardonnay,Teleki 5C,2,1998,24,7.2,3.36,1.62,11.33333333,56.66666667,1.133333333,10
Chardonnay,Teleki 5C,3,1998,23,7.6,3.41,1.61,12.33333333,63,1.233333333,10
Chardonnay,Teleki 5C,4,1998,23,11.7,3.58,1.77,7.3,55,1.1,6.636363636
Cabernet Sauvignon,039-16,4,1999,22.7,7.55,3.42,1.03,7.4,92,1.266666667,5.842105263
Cabernet Sauvignon,039-16,3,1999,23.7,7.45,3.35,1.385,16.33333333,144.6666667,1.136666667,14.36950147
Cabernet Sauvignon,039-16,2,1999,22.1,6.1,3.6,1.551,20.66666667,151.3333333,1.063333333,19.43573668
Cabernet Sauvignon,039-16,1,1999,22.8,6.9,3.43,1.191,16.33333333,145.3333333,0.746666667,21.875
Cabernet Sauvignon,101-14 MGT,1,1999,23,8,3.31,1.23,13.66666667,133.3333333,0.68,20.09803922
Cabernet Sauvignon,101-14 MGT,3,1999,23.3,6.35,3.38,1.144,13.66666667,110,1.266666667,10.78947368
Cabernet Sauvignon,101-14 MGT,2,1999,22.5,6,3.5,0.989,13,117.3333333,0.64,20.3125
Cabernet Sauvignon,101-14 MGT,4,1999,23,6,3.57,1.343,12.33333333,129.6666667,1.333333333,9.25
Cabernet Sauvignon,110 Richter,3,1999,23,8.05,3.34,1.126,16,173,1.366666667,11.70731707
Cabernet Sauvignon,110 Richter,1,1999,23.4,8.9,3.22,1.267,13,141,1.266666667,10.26315789
Cabernet Sauvignon,110 Richter,4,1999,23.5,6.3,3.69,1.281,17.66666667,101,1.7,10.39215686
